order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_timestamp,order_estimated_delivery
ORD021775,CUST20760,delivered,2022-09-09 00:00:00,2022-09-09 01:00:00,2022-09-17 00:00:00,2022-09-16
ORD021793,CUST21016,delivered,2022-04-07 00:00:00,2022-04-07 01:00:00,2022-04-10 00:00:00,2022-04-21
ORD021810,CUST15012,delivered,2022-08-02 00:00:00,2022-08-02 01:00:00,2022-08-11 00:00:00,2022-08-16
ORD021829,CUST11846,returned,2024-10-31 00:00:00,2024-10-31 01:00:00,2024-11-07 00:00:00,2024-11-07
ORD021850,CUST23479,delivered,2024-03-15 00:00:00,2024-03-15 01:00:00,,2024-03-30
ORD021952,CUST08440,cancelled,2022-03-23 00:00:00,2022-03-23 01:00:00,2022-03-26 00:00:00,2022-03-31
ORD022045,CUST25002,delivered,2023-10-15 00:00:00,2023-10-15 01:00:00,2023-10-19 00:00:00,2023-10-23
ORD022374,CUST13389,delivered,2022-04-16 00:00:00,2022-04-16 02:00:00,,2022-04-24
ORD022414,CUST03625,delivered,2022-04-27 00:00:00,2022-04-27 03:00:00,2022-05-04 00:00:00,2022-05-04
ORD022511,CUST27821,cancelled,2022-03-08 00:00:00,2022-03-08 05:00:00,2022-03-14 00:00:00,2022-03-20
ORD022613,CUST18550,delivered,2022-07-21 00:00:00,2022-07-21 02:00:00,,2022-07-30
ORD022626,CUST21575,delivered,2022-06-08 00:00:00,2022-06-08 03:00:00,2022-06-16 00:00:00,2022-06-17
ORD022651,CUST09753,shipped,2024-01-26 00:00:00,2024-01-26 05:00:00,2024-01-30 00:00:00,2024-02-07
ORD022806,CUST10915,delivered,2023-06-19 00:00:00,2023-06-19 01:00:00,2023-06-28 00:00:00,2023-06-26
ORD022865,CUST22313,cancelled,2023-04-12 00:00:00,,2023-04-19 00:00:00,2023-04-22
ORD022905,CUST14817,delivered,2024-01-02 00:00:00,,,2024-01-17
ORD022906,CUST13586,delivered,2023-01-01 00:00:00,2023-01-01 03:00:00,,2023-01-12
ORD023011,CUST27821,cancelled,2023-02-08 00:00:00,,2023-02-12 00:00:00,2023-02-15
ORD023080,CUST25078,shipped,2024-11-03 00:00:00,2024-11-03 05:00:00,2024-11-10 00:00:00,2024-11-15
ORD023280,CUST18929,delivered,2024-03-16 00:00:00,2024-03-16 03:00:00,,2024-03-29
ORD023299,CUST08250,delivered,2022-03-23 00:00:00,2022-03-23 04:00:00,2022-03-31 00:00:00,2022-04-05
ORD023322,CUST19089,shipped,2023-12-20 00:00:00,2023-12-20 02:00:00,2023-12-25 00:00:00,2023-12-31
ORD023645,CUST19727,delivered,2023-03-18 00:00:00,2023-03-18 06:00:00,2023-03-27 00:00:00,2023-03-31
ORD023715,CUST23334,delivered,2023-09-21 00:00:00,2023-09-21 05:00:00,2023-09-25 00:00:00,2023-10-05
ORD023747,CUST15995,processing,2023-08-29 00:00:00,2023-08-29 05:00:00,,2023-09-05
ORD023759,CUST15579,cancelled,2024-07-13 00:00:00,2024-07-13 02:00:00,2024-07-16 00:00:00,2024-07-24
ORD023906,CUST16439,delivered,2024-12-05 00:00:00,2024-12-05 06:00:00,2024-12-13 00:00:00,2024-12-20
ORD023978,CUST01412,delivered,2024-08-10 00:00:00,2024-08-10 04:00:00,2024-08-16 00:00:00,2024-08-24
ORD024115,CUST18381,processing,2022-04-16 00:00:00,2022-04-16 03:00:00,2022-04-21 00:00:00,2022-04-26
ORD024242,CUST13192,delivered,2023-01-25 00:00:00,2023-01-25 06:00:00,2023-02-01 00:00:00,2023-02-07
ORD024402,CUST09401,delivered,2024-10-17 00:00:00,2024-10-17 06:00:00,2024-10-21 00:00:00,2024-10-25
ORD024453,CUST11285,delivered,2022-07-08 00:00:00,2022-07-08 05:00:00,2022-07-16 00:00:00,2022-07-23
ORD024499,CUST06192,shipped,2022-06-04 00:00:00,2022-06-04 02:00:00,2022-06-09 00:00:00,2022-06-19
ORD024567,CUST09753,delivered,2022-01-08 00:00:00,2022-01-08 01:00:00,2022-01-12 00:00:00,2022-01-16
ORD024617,CUST23807,delivered,2024-12-10 00:00:00,2024-12-10 04:00:00,2024-12-17 00:00:00,2024-12-24
ORD024621,CUST06815,delivered,2023-06-21 00:00:00,2023-06-21 03:00:00,2023-06-27 00:00:00,2023-06-29
ORD024689,CUST17382,shipped,2024-01-06 00:00:00,2024-01-06 05:00:00,2024-01-13 00:00:00,2024-01-19
ORD024906,CUST27821,returned,2022-05-14 00:00:00,2022-05-14 02:00:00,2022-05-18 00:00:00,2022-05-28
ORD024941,CUST06821,delivered,2023-01-27 00:00:00,2023-01-27 05:00:00,2023-02-06 00:00:00,2023-02-04
ORD025126,CUST26323,delivered,2022-12-27 00:00:00,2022-12-27 01:00:00,2022-12-31 00:00:00,2023-01-07
ORD025376,CUST10165,shipped,2022-08-13 00:00:00,2022-08-13 04:00:00,2022-08-17 00:00:00,2022-08-24
ORD025506,CUST00148,shipped,2024-05-21 00:00:00,2024-05-21 02:00:00,,2024-06-04
ORD025565,CUST07553,delivered,2023-06-09 00:00:00,2023-06-09 02:00:00,2023-06-19 00:00:00,2023-06-20
ORD025575,CUST15995,shipped,2023-07-27 00:00:00,2023-07-27 04:00:00,2023-08-06 00:00:00,2023-08-06
ORD025629,CUST10875,delivered,2023-11-06 00:00:00,2023-11-06 05:00:00,,2023-11-19
ORD025745,CUST19289,delivered,2024-06-18 00:00:00,2024-06-18 06:00:00,2024-06-26 00:00:00,2024-07-01
ORD025857,CUST04685,delivered,2022-07-05 00:00:00,2022-07-05 04:00:00,2022-07-10 00:00:00,2022-07-17
ORD025877,CUST16651,cancelled,2024-06-24 00:00:00,2024-06-24 03:00:00,2024-06-29 00:00:00,2024-07-09
ORD025881,CUST09507,shipped,2024-10-02 00:00:00,2024-10-02 02:00:00,2024-10-06 00:00:00,2024-10-14
ORD025972,CUST14978,delivered,2023-03-03 00:00:00,2023-03-03 02:00:00,2023-03-09 00:00:00,2023-03-13
ORD026035,CUST23564,delivered,2022-12-25 00:00:00,2022-12-25 06:00:00,2023-01-02 00:00:00,2023-01-04
ORD026040,CUST14741,delivered,2023-03-03 00:00:00,2023-03-03 05:00:00,2023-03-13 00:00:00,2023-03-16
ORD026091,CUST11897,delivered,2024-11-17 00:00:00,2024-11-17 01:00:00,2024-11-26 00:00:00,2024-11-25
ORD026105,CUST18550,delivered,2024-07-11 00:00:00,2024-07-11 01:00:00,,2024-07-26
ORD026243,CUST23221,returned,2023-06-24 00:00:00,2023-06-24 06:00:00,2023-06-28 00:00:00,2023-07-08
ORD026621,CUST18929,delivered,2024-12-09 00:00:00,2024-12-09 06:00:00,2024-12-15 00:00:00,2024-12-21
ORD026795,CUST00857,processing,2022-05-06 00:00:00,2022-05-06 05:00:00,2022-05-15 00:00:00,2022-05-20
ORD026930,CUST19554,returned,2024-11-22 00:00:00,2024-11-22 04:00:00,2024-12-02 00:00:00,2024-12-05
ORD026965,CUST07146,cancelled,2024-12-28 00:00:00,2024-12-28 04:00:00,2024-12-31 00:00:00,2025-01-04
ORD027509,CUST15062,delivered,2024-07-07 00:00:00,2024-07-07 05:00:00,2024-07-13 00:00:00,2024-07-21
ORD027538,CUST12508,delivered,2022-07-25 00:00:00,2022-07-25 06:00:00,,2022-08-06
ORD027563,CUST25967,delivered,2024-04-27 00:00:00,,,2024-05-07
ORD027567,CUST15150,shipped,2022-10-04 00:00:00,2022-10-04 01:00:00,2022-10-11 00:00:00,2022-10-15
ORD027987,CUST20320,processing,2024-06-10 00:00:00,2024-06-10 06:00:00,2024-06-20 00:00:00,2024-06-18
ORD028131,CUST19089,shipped,2024-05-27 00:00:00,2024-05-27 05:00:00,2024-06-01 00:00:00,2024-06-08
ORD028225,CUST14817,delivered,2023-04-16 00:00:00,2023-04-16 04:00:00,2023-04-25 00:00:00,2023-04-27
ORD028393,CUST21575,delivered,2023-05-17 00:00:00,2023-05-17 03:00:00,2023-05-20 00:00:00,2023-05-29
ORD028575,CUST14741,cancelled,2023-10-08 00:00:00,2023-10-08 05:00:00,2023-10-17 00:00:00,2023-10-18
ORD028708,CUST06192,processing,2022-06-27 00:00:00,2022-06-27 03:00:00,2022-07-01 00:00:00,2022-07-07
ORD028853,CUST13344,delivered,2022-10-19 00:00:00,2022-10-19 01:00:00,2022-10-27 00:00:00,2022-10-26
ORD028872,CUST14741,returned,2022-09-07 00:00:00,2022-09-07 02:00:00,2022-09-15 00:00:00,2022-09-16
ORD028878,CUST15012,delivered,2023-08-27 00:00:00,2023-08-27 02:00:00,2023-09-03 00:00:00,2023-09-03
ORD028885,CUST13586,delivered,2023-01-14 00:00:00,2023-01-14 05:00:00,2023-01-24 00:00:00,2023-01-21
ORD028953,CUST27933,processing,2023-01-03 00:00:00,2023-01-03 05:00:00,2023-01-07 00:00:00,2023-01-13
ORD028993,CUST01972,delivered,2024-09-01 00:00:00,2024-09-01 01:00:00,2024-09-10 00:00:00,2024-09-11
ORD029060,CUST29425,delivered,2022-01-04 00:00:00,2022-01-04 02:00:00,2022-01-08 00:00:00,2022-01-15
ORD029110,CUST28550,cancelled,2024-08-11 00:00:00,2024-08-11 02:00:00,,2024-08-18
ORD029160,CUST07308,delivered,2022-12-16 00:00:00,2022-12-16 05:00:00,2022-12-20 00:00:00,2022-12-23
ORD029168,CUST16632,delivered,2022-07-26 00:00:00,2022-07-26 04:00:00,2022-08-03 00:00:00,2022-08-02
ORD029170,CUST26833,cancelled,2024-05-15 00:00:00,2024-05-15 05:00:00,2024-05-24 00:00:00,2024-05-23
ORD029184,CUST19089,delivered,2022-11-22 00:00:00,2022-11-22 05:00:00,2022-11-26 00:00:00,2022-12-02
ORD029306,CUST11047,delivered,2023-12-22 00:00:00,2023-12-22 06:00:00,2023-12-27 00:00:00,2024-01-01
ORD029363,CUST19089,returned,2022-08-27 00:00:00,2022-08-27 05:00:00,2022-09-03 00:00:00,2022-09-08
ORD029398,CUST29529,delivered,2022-11-10 00:00:00,2022-11-10 01:00:00,,2022-11-24
ORD029427,CUST23537,delivered,2024-01-02 00:00:00,2024-01-02 03:00:00,2024-01-05 00:00:00,2024-01-10
ORD029479,CUST15995,delivered,2023-07-24 00:00:00,2023-07-24 02:00:00,2023-07-28 00:00:00,2023-08-02
ORD029483,CUST17850,cancelled,2023-05-09 00:00:00,2023-05-09 01:00:00,2023-05-17 00:00:00,2023-05-19
ORD029553,CUST26494,processing,2022-06-21 00:00:00,2022-06-21 02:00:00,2022-07-01 00:00:00,2022-07-03
ORD029674,CUST28756,delivered,2022-11-05 00:00:00,2022-11-05 03:00:00,2022-11-13 00:00:00,2022-11-20
ORD029814,CUST18929,delivered,2022-06-06 00:00:00,2022-06-06 06:00:00,2022-06-13 00:00:00,2022-06-21
ORD029859,CUST10360,processing,2024-10-22 00:00:00,2024-10-22 03:00:00,2024-10-31 00:00:00,2024-10-29
ORD029941,CUST12508,returned,2024-08-28 00:00:00,2024-08-28 03:00:00,2024-08-31 00:00:00,2024-09-08
ORD030135,CUST12257,delivered,2022-01-05 00:00:00,2022-01-05 05:00:00,2022-01-08 00:00:00,2022-01-12
ORD030155,CUST28756,cancelled,2023-12-01 00:00:00,2023-12-01 01:00:00,2023-12-07 00:00:00,2023-12-10
ORD030253,CUST17464,shipped,2022-02-09 00:00:00,2022-02-09 04:00:00,2022-02-16 00:00:00,2022-02-22
ORD030376,CUST20760,cancelled,2022-07-23 00:00:00,2022-07-23 01:00:00,2022-07-31 00:00:00,2022-08-02
ORD030441,CUST06192,delivered,2024-02-07 00:00:00,2024-02-07 06:00:00,2024-02-17 00:00:00,2024-02-20
ORD030475,CUST27010,returned,2024-02-07 00:00:00,2024-02-07 02:00:00,2024-02-16 00:00:00,2024-02-15
ORD030657,CUST16632,cancelled,2022-09-05 00:00:00,2022-09-05 01:00:00,2022-09-09 00:00:00,2022-09-18
ORD030670,CUST20320,returned,2024-06-29 00:00:00,2024-06-29 05:00:00,2024-07-04 00:00:00,2024-07-07
ORD030804,CUST28004,processing,2022-03-30 00:00:00,2022-03-30 01:00:00,2022-04-05 00:00:00,2022-04-10
ORD031012,CUST12589,delivered,2022-09-20 00:00:00,2022-09-20 04:00:00,2022-09-27 00:00:00,2022-10-03
ORD031023,CUST18929,delivered,2024-06-12 00:00:00,2024-06-12 03:00:00,2024-06-16 00:00:00,2024-06-19
ORD031078,CUST02722,delivered,2024-09-26 00:00:00,2024-09-26 05:00:00,2024-10-05 00:00:00,2024-10-06
ORD031318,CUST20760,delivered,2023-06-17 00:00:00,2023-06-17 06:00:00,2023-06-21 00:00:00,2023-07-02
ORD031403,CUST03995,delivered,2024-11-14 00:00:00,2024-11-14 05:00:00,2024-11-24 00:00:00,2024-11-27
ORD032107,CUST26195,delivered,2023-01-18 00:00:00,2023-01-18 03:00:00,2023-01-25 00:00:00,2023-02-01
ORD032141,CUST06192,returned,2022-09-23 00:00:00,2022-09-23 01:00:00,2022-09-26 00:00:00,2022-09-30
ORD032357,CUST23807,delivered,2022-03-20 00:00:00,2022-03-20 03:00:00,2022-03-25 00:00:00,2022-03-29
ORD032552,CUST23675,processing,2022-09-12 00:00:00,2022-09-12 05:00:00,2022-09-15 00:00:00,2022-09-21
ORD032665,CUST20917,delivered,2022-08-05 00:00:00,2022-08-05 04:00:00,,2022-08-19
ORD032701,CUST13389,shipped,2024-08-19 00:00:00,2024-08-19 02:00:00,2024-08-26 00:00:00,2024-08-31
ORD032778,CUST14287,delivered,2023-09-12 00:00:00,2023-09-12 06:00:00,2023-09-21 00:00:00,2023-09-19
ORD032813,CUST05824,shipped,2024-07-19 00:00:00,2024-07-19 01:00:00,2024-07-29 00:00:00,2024-07-30
ORD033076,CUST15691,delivered,2024-07-25 00:00:00,2024-07-25 06:00:00,2024-08-01 00:00:00,2024-08-01
ORD033079,CUST14978,processing,2022-08-08 00:00:00,2022-08-08 03:00:00,2022-08-17 00:00:00,2022-08-20
ORD033342,CUST28756,delivered,2024-03-13 00:00:00,2024-03-13 04:00:00,2024-03-21 00:00:00,2024-03-24
ORD033455,CUST16359,shipped,2024-11-06 00:00:00,2024-11-06 03:00:00,2024-11-16 00:00:00,2024-11-20
ORD033466,CUST22869,processing,2024-03-24 00:00:00,2024-03-24 04:00:00,2024-03-27 00:00:00,2024-03-31
ORD034035,CUST08853,cancelled,2024-10-19 00:00:00,2024-10-19 03:00:00,2024-10-23 00:00:00,2024-10-27
ORD034091,CUST16837,returned,2023-10-01 00:00:00,2023-10-01 02:00:00,,2023-10-10
ORD034190,CUST04193,returned,2022-06-05 00:00:00,2022-06-05 03:00:00,2022-06-09 00:00:00,2022-06-13
ORD034272,CUST26005,delivered,2022-09-21 00:00:00,2022-09-21 06:00:00,2022-09-27 00:00:00,2022-10-03
ORD034381,CUST01184,delivered,2024-01-23 00:00:00,2024-01-23 06:00:00,2024-02-01 00:00:00,2024-02-05
ORD034440,CUST26833,delivered,2023-05-13 00:00:00,2023-05-13 05:00:00,2023-05-16 00:00:00,2023-05-21
ORD034452,CUST26195,delivered,2023-07-11 00:00:00,2023-07-11 06:00:00,2023-07-15 00:00:00,2023-07-21
ORD034627,CUST27821,delivered,2022-02-20 00:00:00,2022-02-20 01:00:00,,2022-03-07
ORD034680,CUST19089,delivered,2022-04-06 00:00:00,2022-04-06 02:00:00,2022-04-11 00:00:00,2022-04-15
ORD034752,CUST03070,delivered,2023-12-29 00:00:00,2023-12-29 03:00:00,2024-01-03 00:00:00,2024-01-12
ORD034795,CUST14978,delivered,2022-08-27 00:00:00,2022-08-27 01:00:00,2022-08-31 00:00:00,2022-09-08
ORD034868,CUST29529,delivered,2023-01-11 00:00:00,2023-01-11 06:00:00,2023-01-18 00:00:00,2023-01-21
ORD034944,CUST05085,delivered,2022-06-16 00:00:00,2022-06-16 06:00:00,2022-06-25 00:00:00,2022-06-25
ORD035035,CUST26684,delivered,2024-08-13 00:00:00,2024-08-13 05:00:00,2024-08-21 00:00:00,2024-08-27
ORD035194,CUST09507,returned,2022-12-09 00:00:00,2022-12-09 03:00:00,2022-12-14 00:00:00,2022-12-22
ORD035248,CUST07919,delivered,2023-04-28 00:00:00,2023-04-28 01:00:00,2023-05-08 00:00:00,2023-05-10
ORD035255,CUST02096,delivered,2022-04-01 00:00:00,2022-04-01 05:00:00,,2022-04-08
ORD035285,CUST15150,processing,2022-10-24 00:00:00,2022-10-24 05:00:00,2022-10-30 00:00:00,2022-11-02
ORD035301,CUST29890,delivered,2023-02-09 00:00:00,2023-02-09 01:00:00,2023-02-13 00:00:00,2023-02-21
ORD035353,CUST02164,delivered,2022-06-23 00:00:00,2022-06-23 02:00:00,2022-06-28 00:00:00,2022-07-04
ORD035357,CUST00298,delivered,2022-06-26 00:00:00,2022-06-26 01:00:00,2022-07-01 00:00:00,2022-07-06
ORD035367,CUST13420,delivered,2023-01-05 00:00:00,2023-01-05 02:00:00,2023-01-08 00:00:00,2023-01-14
ORD035388,CUST13990,delivered,2024-04-30 00:00:00,2024-04-30 04:00:00,,2024-05-09
ORD035482,CUST00320,shipped,2022-12-16 00:00:00,2022-12-16 02:00:00,,2022-12-29
ORD035507,CUST27744,delivered,2023-03-15 00:00:00,2023-03-15 03:00:00,2023-03-21 00:00:00,2023-03-24
ORD035814,CUST06192,delivered,2024-08-04 00:00:00,2024-08-04 03:00:00,2024-08-14 00:00:00,2024-08-14
ORD035968,CUST16632,shipped,2023-04-18 00:00:00,2023-04-18 02:00:00,2023-04-24 00:00:00,2023-05-03
ORD036008,CUST09992,shipped,2022-09-26 00:00:00,2022-09-26 04:00:00,2022-09-30 00:00:00,2022-10-07
ORD036033,CUST15470,delivered,2022-01-06 00:00:00,2022-01-06 06:00:00,2022-01-09 00:00:00,2022-01-21
ORD036142,CUST25085,shipped,2023-06-15 00:00:00,2023-06-15 02:00:00,2023-06-21 00:00:00,2023-06-29
ORD036437,CUST17060,delivered,2023-03-19 00:00:00,2023-03-19 04:00:00,2023-03-26 00:00:00,2023-04-01
ORD036518,CUST15162,delivered,2022-06-04 00:00:00,2022-06-04 02:00:00,2022-06-08 00:00:00,2022-06-15
ORD036670,CUST03711,delivered,2024-02-18 00:00:00,,2024-02-21 00:00:00,2024-03-02
ORD036762,CUST25967,delivered,2024-08-01 00:00:00,2024-08-01 06:00:00,2024-08-06 00:00:00,2024-08-10
ORD036903,CUST29529,delivered,2024-07-19 00:00:00,2024-07-19 02:00:00,,2024-07-26
ORD037053,CUST11026,delivered,2024-06-11 00:00:00,2024-06-11 04:00:00,2024-06-18 00:00:00,2024-06-19
ORD037125,CUST09507,delivered,2023-07-03 00:00:00,2023-07-03 06:00:00,2023-07-12 00:00:00,2023-07-14
ORD037387,CUST07553,delivered,2022-12-23 00:00:00,2022-12-23 06:00:00,2023-01-01 00:00:00,2022-12-31
ORD037504,CUST15995,delivered,2023-03-20 00:00:00,2023-03-20 03:00:00,2023-03-30 00:00:00,2023-03-27
ORD037525,CUST21383,cancelled,2024-04-25 00:00:00,2024-04-25 01:00:00,2024-05-05 00:00:00,2024-05-06
ORD037538,CUST21575,delivered,2022-02-06 00:00:00,2022-02-06 06:00:00,2022-02-12 00:00:00,2022-02-13
ORD037566,CUST11026,shipped,2022-12-13 00:00:00,2022-12-13 02:00:00,2022-12-16 00:00:00,2022-12-28
ORD037572,CUST22869,delivered,2023-02-13 00:00:00,2023-02-13 04:00:00,2023-02-18 00:00:00,2023-02-27
ORD037580,CUST07487,delivered,2022-07-02 00:00:00,2022-07-02 05:00:00,2022-07-10 00:00:00,2022-07-17
ORD037756,CUST15995,returned,2022-06-29 00:00:00,2022-06-29 01:00:00,2022-07-03 00:00:00,2022-07-08
ORD037821,CUST22180,delivered,2022-07-13 00:00:00,2022-07-13 04:00:00,2022-07-23 00:00:00,2022-07-27
ORD038069,CUST24601,delivered,2022-11-18 00:00:00,2022-11-18 03:00:00,2022-11-25 00:00:00,2022-11-30
ORD038181,CUST08440,shipped,2023-10-10 00:00:00,2023-10-10 02:00:00,2023-10-18 00:00:00,2023-10-23
ORD038338,CUST25002,delivered,2024-05-28 00:00:00,2024-05-28 05:00:00,2024-06-07 00:00:00,2024-06-04
ORD038456,CUST15470,delivered,2022-03-25 00:00:00,2022-03-25 02:00:00,2022-04-01 00:00:00,2022-04-05
ORD038478,CUST07308,delivered,2023-09-20 00:00:00,2023-09-20 05:00:00,2023-09-29 00:00:00,2023-10-04
ORD038495,CUST23852,delivered,2024-06-30 00:00:00,2024-06-30 01:00:00,2024-07-04 00:00:00,2024-07-15
ORD038498,CUST15579,delivered,2024-03-02 00:00:00,2024-03-02 05:00:00,2024-03-08 00:00:00,2024-03-10
ORD038569,CUST07088,shipped,2024-03-14 00:00:00,2024-03-14 04:00:00,2024-03-17 00:00:00,2024-03-24
ORD038711,CUST21323,cancelled,2024-11-30 00:00:00,2024-11-30 05:00:00,2024-12-03 00:00:00,2024-12-12
ORD038730,CUST23759,delivered,2022-02-18 00:00:00,2022-02-18 04:00:00,2022-02-26 00:00:00,2022-02-28
ORD038809,CUST17692,delivered,2023-12-02 00:00:00,2023-12-02 01:00:00,2023-12-08 00:00:00,2023-12-10
ORD038915,CUST12508,processing,2024-06-30 00:00:00,2024-06-30 05:00:00,2024-07-03 00:00:00,2024-07-09
ORD039081,CUST09753,delivered,2022-04-17 00:00:00,2022-04-17 01:00:00,,2022-04-24
ORD039092,CUST16762,delivered,2024-01-31 00:00:00,2024-01-31 05:00:00,2024-02-06 00:00:00,2024-02-07
ORD039148,CUST29529,delivered,2023-11-09 00:00:00,2023-11-09 02:00:00,2023-11-15 00:00:00,2023-11-19
ORD039164,CUST01899,delivered,2023-06-28 00:00:00,,2023-07-03 00:00:00,2023-07-05
ORD039242,CUST06748,delivered,2023-06-13 00:00:00,2023-06-13 04:00:00,2023-06-17 00:00:00,2023-06-24
ORD039255,CUST13053,cancelled,2023-07-04 00:00:00,2023-07-04 05:00:00,2023-07-14 00:00:00,2023-07-13
ORD039383,CUST04718,delivered,2022-01-22 00:00:00,2022-01-22 03:00:00,2022-01-28 00:00:00,2022-02-04
ORD039510,CUST06821,processing,2022-12-11 00:00:00,2022-12-11 01:00:00,2022-12-20 00:00:00,2022-12-20
ORD039715,CUST10165,returned,2022-06-25 00:00:00,2022-06-25 06:00:00,2022-07-05 00:00:00,2022-07-07
ORD039875,CUST03747,returned,2022-08-21 00:00:00,2022-08-21 05:00:00,,2022-08-31
ORD040006,CUST29878,delivered,2023-11-19 00:00:00,2023-11-19 02:00:00,2023-11-25 00:00:00,2023-11-28
ORD040052,CUST24688,processing,2023-06-15 00:00:00,2023-06-15 06:00:00,2023-06-23 00:00:00,2023-06-25
ORD040062,CUST16650,shipped,2023-11-24 00:00:00,,2023-12-02 00:00:00,2023-12-07
ORD040318,CUST29659,shipped,2022-04-07 00:00:00,2022-04-07 02:00:00,2022-04-17 00:00:00,2022-04-22
ORD040513,CUST22569,delivered,2022-08-26 00:00:00,2022-08-26 04:00:00,2022-09-01 00:00:00,2022-09-10
ORD040708,CUST23807,delivered,2023-04-24 00:00:00,2023-04-24 06:00:00,2023-04-30 00:00:00,2023-05-01
ORD040790,CUST11166,delivered,2024-02-19 00:00:00,2024-02-19 06:00:00,2024-02-28 00:00:00,2024-02-28
ORD040796,CUST20288,delivered,2022-11-25 00:00:00,2022-11-25 01:00:00,2022-11-28 00:00:00,2022-12-04
ORD041085,CUST15162,delivered,2022-02-17 00:00:00,2022-02-17 01:00:00,2022-02-24 00:00:00,2022-03-01
ORD041174,CUST21392,delivered,2022-11-14 00:00:00,2022-11-14 03:00:00,2022-11-21 00:00:00,2022-11-28
ORD041202,CUST13843,processing,2024-10-08 00:00:00,2024-10-08 01:00:00,2024-10-15 00:00:00,2024-10-19
ORD041250,CUST12508,cancelled,2023-03-14 00:00:00,2023-03-14 03:00:00,2023-03-23 00:00:00,2023-03-27
ORD041273,CUST23807,cancelled,2023-05-23 00:00:00,,2023-05-27 00:00:00,2023-06-07
ORD041319,CUST26701,delivered,2024-09-18 00:00:00,2024-09-18 03:00:00,2024-09-26 00:00:00,2024-09-29
ORD041415,CUST16632,returned,2023-09-08 00:00:00,2023-09-08 04:00:00,,2023-09-20
ORD041437,CUST12169,delivered,2022-01-23 00:00:00,2022-01-23 02:00:00,2022-01-26 00:00:00,2022-02-01
ORD041481,CUST18292,delivered,2023-06-01 00:00:00,2023-06-01 01:00:00,2023-06-10 00:00:00,2023-06-13
ORD041531,CUST15012,delivered,2022-09-14 00:00:00,2022-09-14 03:00:00,2022-09-20 00:00:00,2022-09-26
ORD041669,CUST28756,delivered,2022-09-10 00:00:00,2022-09-10 05:00:00,2022-09-13 00:00:00,2022-09-23
ORD041746,CUST22569,cancelled,2023-09-19 00:00:00,2023-09-19 05:00:00,2023-09-26 00:00:00,2023-09-28
ORD041837,CUST04374,delivered,2024-03-22 00:00:00,2024-03-22 04:00:00,2024-03-31 00:00:00,2024-04-03
ORD041939,CUST17692,returned,2023-10-07 00:00:00,2023-10-07 01:00:00,2023-10-11 00:00:00,2023-10-15
ORD042064,CUST26195,delivered,2022-05-26 00:00:00,2022-05-26 04:00:00,2022-06-05 00:00:00,2022-06-09
ORD042105,CUST29878,delivered,2024-05-26 00:00:00,2024-05-26 01:00:00,2024-06-01 00:00:00,2024-06-02
ORD042251,CUST14879,processing,2024-11-24 00:00:00,2024-11-24 05:00:00,2024-12-02 00:00:00,2024-12-01
ORD042679,CUST19289,delivered,2022-10-07 00:00:00,2022-10-07 04:00:00,2022-10-13 00:00:00,2022-10-17
ORD042847,CUST27744,delivered,2022-05-25 00:00:00,2022-05-25 02:00:00,2022-05-31 00:00:00,2022-06-09
ORD042900,CUST19089,delivered,2024-11-29 00:00:00,2024-11-29 06:00:00,2024-12-08 00:00:00,2024-12-11
ORD042952,CUST02164,cancelled,2023-06-09 00:00:00,2023-06-09 03:00:00,2023-06-19 00:00:00,2023-06-17
ORD043099,CUST26195,delivered,2024-02-24 00:00:00,2024-02-24 04:00:00,2024-03-01 00:00:00,2024-03-03
ORD043240,CUST20288,shipped,2023-05-23 00:00:00,2023-05-23 01:00:00,2023-05-30 00:00:00,2023-05-30
ORD043582,CUST19594,delivered,2023-10-14 00:00:00,2023-10-14 05:00:00,2023-10-22 00:00:00,2023-10-27
ORD043624,CUST06192,returned,2024-07-27 00:00:00,2024-07-27 05:00:00,2024-08-06 00:00:00,2024-08-09
ORD043772,CUST20320,returned,2022-05-24 00:00:00,2022-05-24 02:00:00,2022-05-31 00:00:00,2022-06-01
ORD043879,CUST02514,returned,2024-10-09 00:00:00,2024-10-09 06:00:00,,2024-10-20
ORD043905,CUST17464,delivered,2024-10-13 00:00:00,2024-10-13 05:00:00,2024-10-19 00:00:00,2024-10-25
ORD044039,CUST05057,cancelled,2022-12-16 00:00:00,2022-12-16 02:00:00,2022-12-19 00:00:00,2022-12-23
ORD044142,CUST22256,delivered,2024-08-20 00:00:00,2024-08-20 03:00:00,,2024-08-29
ORD044148,CUST22896,delivered,2023-06-07 00:00:00,2023-06-07 05:00:00,2023-06-10 00:00:00,2023-06-22
ORD044223,CUST14741,delivered,2024-02-24 00:00:00,2024-02-24 02:00:00,2024-02-28 00:00:00,2024-03-08
ORD044241,CUST20288,processing,2024-07-24 00:00:00,2024-07-24 02:00:00,2024-07-29 00:00:00,2024-08-01
ORD044256,CUST17692,cancelled,2022-06-03 00:00:00,2022-06-03 04:00:00,2022-06-07 00:00:00,2022-06-12
ORD044467,CUST28756,cancelled,2022-06-06 00:00:00,2022-06-06 04:00:00,2022-06-12 00:00:00,2022-06-13
ORD044542,CUST23675,shipped,2024-06-16 00:00:00,2024-06-16 03:00:00,2024-06-19 00:00:00,2024-06-28
