order_id,payment_value,payment_type,payment_installments
ORD035584,7869.6,UPI,1.0
ORD035585,31731.6,Net Banking,1.0
ORD035586,6398.87,Debit Card,1.0
ORD035587,13486.1,UPI,1.0
ORD035588,64396.58,Credit Card,1.0
ORD035589,65815.72,Debit Card,1.0
ORD035590,141561.25,Net Banking,1.0
ORD035591,65670.78,UPI,1.0
ORD035592,63674.9,Credit Card,1.0
ORD035593,75170.43,Net Banking,1.0
ORD035594,20727.5,Debit Card,1.0
ORD035595,13758.83,Credit Card,1.0
ORD035596,32261.03,Net Banking,1.0
ORD035597,56641.75,Credit Card,1.0
ORD035598,21617.24,Debit Card,1.0
ORD035599,56628.0,Credit Card,1.0
ORD035600,47556.45,UPI,1.0
ORD035601,39137.88,UPI,1.0
ORD035602,15943.08,UPI,1.0
ORD035603,23609.4,Credit Card,1.0
ORD035604,33552.06,UPI,1.0
ORD035605,87243.16,UPI,1.0
ORD035606,7262.41,EMI,9.0
ORD035607,19768.82,Credit Card,1.0
ORD035608,12293.45,UPI,1.0
ORD035609,12434.04,Credit Card,1.0
ORD035610,,Credit Card,1.0
ORD035611,11280.63,UPI,1.0
ORD035612,59990.42,UPI,1.0
ORD035613,27875.14,UPI,1.0
ORD035614,2829.24,Cash on Delivery,1.0
ORD035615,7533.93,Debit Card,1.0
ORD035616,69797.2,Debit Card,1.0
ORD035617,3431.59,UPI,1.0
ORD035618,42507.16,Credit Card,1.0
ORD035619,21269.38,UPI,1.0
ORD035620,57520.44,Cash on Delivery,1.0
ORD035621,51053.25,Net Banking,1.0
ORD035622,21146.21,Debit Card,1.0
ORD035623,17099.35,Cash on Delivery,1.0
ORD035624,11363.78,UPI,1.0
ORD035625,3936.72,UPI,1.0
ORD035626,61381.0,UPI,1.0
ORD035627,99991.04,UPI,1.0
ORD035628,44448.53,Cash on Delivery,1.0
ORD035629,10506.08,Cash on Delivery,1.0
ORD035630,82092.75,Credit Card,1.0
ORD035631,34008.89,Net Banking,1.0
ORD035632,6975.38,UPI,1.0
ORD035633,89583.52,Cash on Delivery,1.0
ORD035634,20187.93,UPI,1.0
ORD035635,32213.25,Credit Card,
ORD035636,72047.08,Debit Card,1.0
ORD035637,35179.94,UPI,1.0
ORD035638,14308.63,Debit Card,1.0
ORD035639,,Wallet,1.0
ORD035640,49607.13,Credit Card,1.0
ORD035641,61873.08,Debit Card,1.0
ORD035642,37181.67,EMI,3.0
ORD035643,58709.86,Debit Card,1.0
ORD035644,96504.28,Net Banking,1.0
ORD035645,36320.62,Credit Card,1.0
ORD035646,14839.8,Net Banking,1.0
ORD035647,7654.74,UPI,1.0
ORD035648,50974.67,Debit Card,1.0
ORD035649,65473.26,UPI,1.0
ORD035650,11410.01,Debit Card,1.0
ORD035651,71192.99,Debit Card,1.0
ORD035652,32613.64,UPI,1.0
ORD035653,21392.68,Cash on Delivery,
ORD035654,29998.55,Net Banking,1.0
ORD035655,86277.63,Debit Card,1.0
ORD035656,19564.44,Debit Card,1.0
ORD035657,74174.84,UPI,1.0
ORD035658,43196.68,UPI,1.0
ORD035659,22585.6,Cash on Delivery,1.0
ORD035660,90248.3,Wallet,1.0
ORD035661,48365.79,EMI,6.0
ORD035662,73458.71,Cash on Delivery,1.0
ORD035663,57951.64,EMI,12.0
ORD035664,7689.52,Debit Card,1.0
ORD035665,40938.58,Credit Card,1.0
ORD035666,60637.52,UPI,1.0
ORD035667,5714.8,Net Banking,1.0
ORD035668,88377.74,UPI,1.0
ORD035669,14782.12,Debit Card,1.0
ORD035670,69480.38,Debit Card,1.0
ORD035671,1881.42,UPI,1.0
ORD035672,23018.0,Credit Card,1.0
ORD035673,16006.04,UPI,1.0
ORD035674,49644.03,Debit Card,1.0
ORD035675,77834.84,Credit Card,1.0
ORD035676,38872.24,UPI,1.0
ORD035677,29273.15,UPI,1.0
ORD035678,35844.77,Cash on Delivery,1.0
ORD035679,10123.0,UPI,1.0
ORD035680,37051.31,Credit Card,1.0
ORD035681,18181.36,Cash on Delivery,1.0
ORD035682,43775.31,Debit Card,1.0
ORD035683,3006.28,Net Banking,1.0
ORD035684,7672.65,Credit Card,1.0
ORD035685,,UPI,1.0
ORD035686,19254.81,Debit Card,1.0
ORD035687,34843.26,Debit Card,1.0
ORD035688,99915.3,UPI,1.0
ORD035689,40273.28,UPI,1.0
ORD035690,14962.24,UPI,1.0
ORD035691,1716.75,UPI,1.0
ORD035692,112349.32,Credit Card,1.0
ORD035693,25652.32,UPI,1.0
ORD035694,62226.13,UPI,1.0
ORD035695,10681.86,Credit Card,1.0
ORD035696,4924.41,Debit Card,1.0
ORD035697,41972.14,UPI,1.0
ORD035698,22440.32,Credit Card,1.0
ORD035699,3437.46,Debit Card,1.0
ORD035700,46614.3,Credit Card,1.0
ORD035701,54988.3,UPI,1.0
ORD035702,43079.95,UPI,1.0
ORD035703,9775.22,UPI,1.0
ORD035704,39769.14,Credit Card,1.0
ORD035705,41156.48,Net Banking,1.0
ORD035706,38074.68,UPI,1.0
ORD035707,17929.96,Debit Card,1.0
ORD035708,11993.41,Cash on Delivery,1.0
ORD035709,111645.81,Cash on Delivery,1.0
ORD035710,16986.87,UPI,1.0
ORD035711,2771.41,Credit Card,1.0
ORD035712,50625.72,Cash on Delivery,1.0
ORD035713,33709.58,UPI,1.0
ORD035714,9277.2,Cash on Delivery,1.0
ORD035715,58437.51,UPI,1.0
ORD035716,93990.58,Cash on Delivery,1.0
ORD035717,2889.08,Debit Card,1.0
ORD035718,64981.53,,1.0
ORD035719,50992.98,UPI,1.0
ORD035720,67450.46,UPI,1.0
ORD035721,68440.41,UPI,1.0
ORD035722,16428.81,UPI,1.0
ORD035723,19584.46,UPI,1.0
ORD035724,124441.1,Credit Card,1.0
ORD035725,19658.6,Debit Card,1.0
ORD035726,27899.63,UPI,1.0
ORD035727,785.97,UPI,1.0
ORD035728,4140.92,Credit Card,1.0
ORD035729,20773.16,UPI,1.0
ORD035730,20045.45,EMI,12.0
ORD035731,13401.96,UPI,1.0
ORD035732,20167.71,UPI,1.0
ORD035733,33993.52,Cash on Delivery,1.0
ORD035734,109175.19,Debit Card,1.0
ORD035735,37111.89,Credit Card,1.0
ORD035736,10660.17,Debit Card,1.0
ORD035737,23738.16,Debit Card,1.0
ORD035738,35912.63,UPI,1.0
ORD035739,8711.22,UPI,1.0
ORD035740,39503.17,Cash on Delivery,1.0
ORD035741,33878.97,UPI,1.0
ORD035742,12424.95,Debit Card,1.0
ORD035743,71693.2,Debit Card,1.0
ORD035744,74823.2,Net Banking,1.0
ORD035745,74392.2,Debit Card,1.0
ORD035746,31101.64,UPI,1.0
ORD035747,66666.27,EMI,6.0
ORD035748,39561.2,Debit Card,1.0
ORD035749,115037.39,Net Banking,1.0
ORD035750,50730.11,Cash on Delivery,1.0
ORD035751,15610.9,UPI,1.0
ORD035752,14557.74,Net Banking,1.0
ORD035753,71894.6,Credit Card,1.0
ORD035754,21332.33,Debit Card,1.0
ORD035755,38420.4,Cash on Delivery,1.0
ORD035756,49673.32,,1.0
ORD035757,21344.64,Wallet,1.0
ORD035758,27372.58,UPI,1.0
ORD035759,27759.58,EMI,6.0
ORD035760,22037.68,UPI,1.0
ORD035761,63064.86,UPI,1.0
ORD035762,13180.77,Wallet,1.0
ORD035763,12249.01,UPI,1.0
ORD035764,21719.77,,1.0
ORD035765,67857.6,Credit Card,1.0
ORD035766,18771.27,UPI,1.0
ORD035767,61429.08,Wallet,1.0
ORD035768,556040.06,UPI,1.0
ORD035769,17468.36,Cash on Delivery,1.0
ORD035770,12886.89,Net Banking,1.0
ORD035771,9875.37,Debit Card,1.0
ORD035772,30794.98,Net Banking,1.0
ORD035773,20742.84,Debit Card,1.0
ORD035774,10586.72,Debit Card,1.0
ORD035775,11068.06,UPI,1.0
ORD035776,2165.18,UPI,1.0
ORD035777,35149.84,UPI,1.0
ORD035778,25833.03,UPI,1.0
ORD035779,159782.4,UPI,1.0
ORD035780,3743.17,EMI,12.0
ORD035781,20879.26,,1.0
ORD035782,68668.62,UPI,1.0
ORD035783,49983.02,Cash on Delivery,1.0
ORD035784,91973.91,EMI,3.0
ORD035785,42209.84,UPI,1.0
ORD035786,65253.93,UPI,1.0
ORD035787,1017.7,Credit Card,1.0
ORD035788,48942.63,UPI,1.0
ORD035789,58916.78,Debit Card,1.0
ORD035790,6590.8,UPI,1.0
ORD035791,32050.94,UPI,1.0
ORD035792,9926.54,Net Banking,1.0
ORD035793,6603.68,UPI,1.0
ORD035794,20024.76,Debit Card,1.0
ORD035795,273.75,Cash on Delivery,1.0
ORD035796,2246.55,Cash on Delivery,1.0
ORD035797,37437.03,Debit Card,1.0
ORD035798,6764.72,Credit Card,1.0
ORD035799,3242.28,UPI,1.0
ORD035800,67388.16,EMI,12.0
ORD035801,77881.7,Cash on Delivery,1.0
ORD035802,16141.12,UPI,1.0
ORD035803,34475.61,Debit Card,1.0
ORD035804,30876.12,Debit Card,1.0
ORD035805,59012.13,EMI,6.0
ORD035806,15126.97,Credit Card,1.0
ORD035807,22057.53,UPI,1.0
ORD035808,18935.24,Debit Card,1.0
ORD035809,54019.75,Credit Card,1.0
ORD035810,71439.6,Credit Card,1.0
ORD035811,31268.62,UPI,1.0
ORD035812,40759.8,Debit Card,1.0
ORD035813,16893.08,UPI,1.0
ORD035814,38844.68,Credit Card,
ORD035815,20668.65,UPI,1.0
ORD035816,30872.9,UPI,1.0
ORD035817,26301.67,UPI,1.0
ORD035818,99262.19,Debit Card,1.0
ORD035819,18293.02,UPI,1.0
ORD035820,2554.66,UPI,1.0
ORD035821,33391.2,Debit Card,1.0
ORD035822,19211.07,Debit Card,1.0
ORD035823,69683.05,Cash on Delivery,1.0
ORD035824,39203.56,Debit Card,1.0
ORD035825,64507.29,UPI,1.0
ORD035826,35864.44,Cash on Delivery,1.0
ORD035827,45246.55,Wallet,1.0
ORD035828,19915.97,UPI,1.0
ORD035829,,Cash on Delivery,1.0
ORD035830,31292.16,Debit Card,1.0
ORD035831,13134.7,Debit Card,1.0
ORD035832,30805.15,Net Banking,1.0
ORD035833,25213.24,UPI,1.0
ORD035834,38201.54,Net Banking,1.0
ORD035835,26004.15,UPI,1.0
ORD035836,2517.24,Credit Card,
ORD035837,49710.39,UPI,1.0
ORD035838,89600.88,Cash on Delivery,1.0
ORD035839,3842.61,UPI,1.0
ORD035840,73311.43,UPI,1.0
ORD035841,44979.0,UPI,1.0
ORD035842,87674.16,EMI,12.0
ORD035843,57544.57,Debit Card,1.0
ORD035844,,Debit Card,1.0
ORD035845,92786.75,UPI,
ORD035846,30549.14,UPI,1.0
ORD035847,12849.7,Credit Card,1.0
ORD035848,35405.68,Credit Card,1.0
ORD035849,35558.31,UPI,1.0
ORD035850,25761.12,Wallet,1.0
ORD035851,57754.43,UPI,1.0
ORD035852,12615.88,UPI,1.0
ORD035853,49203.88,Cash on Delivery,1.0
ORD035854,78749.36,Debit Card,1.0
ORD035855,62343.96,Credit Card,1.0
ORD035856,54987.27,Debit Card,1.0
ORD035857,14606.48,Debit Card,1.0
ORD035858,39060.26,UPI,1.0
ORD035859,1216.37,Debit Card,1.0
ORD035860,57458.6,UPI,1.0
ORD035861,60203.97,UPI,1.0
ORD035862,10758.67,Cash on Delivery,1.0
ORD035863,12869.88,UPI,1.0
ORD035864,11915.57,UPI,1.0
ORD035865,115723.08,UPI,1.0
ORD035866,29324.64,UPI,1.0
ORD035867,54743.28,Debit Card,1.0
ORD035868,16048.26,Credit Card,1.0
ORD035869,,Cash on Delivery,1.0
ORD035870,66264.98,Debit Card,1.0
ORD035871,12260.0,UPI,1.0
ORD035872,20743.89,EMI,12.0
ORD035873,3482.83,EMI,9.0
ORD035874,38354.28,UPI,1.0
ORD035875,53215.06,Debit Card,1.0
ORD035876,,Cash on Delivery,1.0
ORD035877,6467.75,UPI,1.0
ORD035878,89916.79,Cash on Delivery,1.0
ORD035879,5284.76,EMI,9.0
ORD035880,38093.88,Net Banking,1.0
ORD035881,66008.79,Debit Card,1.0
ORD035882,41989.27,Debit Card,1.0
ORD035883,39907.19,UPI,1.0
ORD035884,971.26,UPI,1.0
ORD035885,20363.81,Debit Card,1.0
ORD035886,31435.98,Debit Card,1.0
ORD035887,9375.79,Cash on Delivery,
ORD035888,22608.18,Cash on Delivery,1.0
ORD035889,72535.08,Cash on Delivery,1.0
ORD035890,12612.28,Debit Card,1.0
ORD035891,76838.69,Debit Card,1.0
ORD035892,1950.79,UPI,1.0
ORD035893,3528.38,Credit Card,1.0
ORD035894,37435.02,Debit Card,1.0
ORD035895,71756.76,Cash on Delivery,1.0
ORD035896,19607.58,Cash on Delivery,1.0
ORD035897,43383.02,UPI,1.0
ORD035898,35393.49,UPI,1.0
ORD035899,4303.98,Credit Card,1.0
ORD035900,21634.36,Net Banking,1.0
ORD035901,21705.18,Cash on Delivery,1.0
ORD035902,49183.86,UPI,1.0
ORD035903,34147.4,EMI,
ORD035904,731.34,UPI,1.0
ORD035905,37833.29,Cash on Delivery,1.0
ORD035906,5490.98,Credit Card,1.0
ORD035907,10729.8,Credit Card,1.0
ORD035908,65644.6,UPI,1.0
ORD035909,82320.73,Cash on Delivery,1.0
ORD035910,92763.42,UPI,1.0
ORD035911,15492.38,Debit Card,1.0
ORD035912,79067.81,Debit Card,1.0
ORD035913,166069.95,Cash on Delivery,1.0
ORD035914,11708.7,Net Banking,1.0
ORD035915,39301.48,Credit Card,1.0
ORD035916,40437.45,UPI,1.0
ORD035917,44678.64,UPI,1.0
ORD035918,5373.28,Wallet,1.0
ORD035919,5781.2,UPI,1.0
ORD035920,47615.44,UPI,1.0
ORD035921,9867.05,Credit Card,1.0
ORD035922,24095.01,Debit Card,1.0
ORD035923,22489.41,UPI,1.0
ORD035924,16579.5,Cash on Delivery,1.0
ORD035925,115821.01,Credit Card,1.0
ORD035926,38072.46,Debit Card,1.0
ORD035927,72635.4,Credit Card,1.0
ORD035928,29765.0,UPI,1.0
ORD035929,16931.03,Cash on Delivery,
ORD035930,97289.54,UPI,1.0
ORD035931,13582.91,UPI,1.0
ORD035932,71942.33,UPI,1.0
ORD035933,54610.89,Credit Card,1.0
ORD035934,49407.39,UPI,1.0
ORD035935,9576.32,Debit Card,1.0
ORD035936,49958.51,UPI,1.0
ORD035937,16208.53,UPI,1.0
ORD035938,257440.86,UPI,1.0
ORD035939,7738.52,Credit Card,1.0
ORD035940,6514.29,UPI,1.0
ORD035941,17197.14,Debit Card,1.0
ORD035942,28279.28,Credit Card,1.0
ORD035943,85013.79,UPI,1.0
ORD035944,4054.64,Credit Card,1.0
ORD035945,4114.63,UPI,1.0
ORD035946,2663.17,Credit Card,1.0
ORD035947,45799.41,UPI,1.0
ORD035948,470.84,Credit Card,1.0
ORD035949,11852.77,Net Banking,1.0
ORD035950,36210.76,Net Banking,1.0
ORD035951,44475.23,Debit Card,1.0
ORD035952,75607.96,EMI,3.0
ORD035953,19812.64,UPI,1.0
ORD035954,39755.52,UPI,1.0
ORD035955,62062.76,Debit Card,1.0
ORD035956,4869.96,Net Banking,1.0
ORD035957,51697.56,UPI,1.0
ORD035958,62094.78,Credit Card,1.0
ORD035959,,Credit Card,1.0
ORD035960,13121.35,UPI,1.0
ORD035961,14582.72,Net Banking,1.0
ORD035962,16503.68,UPI,1.0
ORD035963,78946.08,UPI,1.0
ORD035964,24826.64,Cash on Delivery,1.0
ORD035965,19777.73,UPI,1.0
ORD035966,31959.91,Credit Card,1.0
ORD035967,65803.9,Debit Card,1.0
ORD035968,59161.35,UPI,1.0
ORD035969,28052.17,Credit Card,1.0
ORD035970,25318.04,Credit Card,1.0
ORD035971,131386.52,Cash on Delivery,1.0
ORD035972,30491.0,Debit Card,1.0
ORD035973,46583.39,UPI,1.0
ORD035974,43716.59,Cash on Delivery,1.0
ORD035975,16661.17,Cash on Delivery,1.0
ORD035976,21206.44,UPI,1.0
ORD035977,37135.48,Net Banking,1.0
ORD035978,48330.9,Debit Card,1.0
ORD035979,70005.28,Cash on Delivery,1.0
ORD035980,49197.24,Debit Card,1.0
ORD035981,89790.27,Credit Card,1.0
ORD035982,184892.18,Credit Card,1.0
ORD035983,86627.28,Cash on Delivery,1.0
ORD035984,80132.16,EMI,9.0
ORD035985,33722.28,Debit Card,1.0
ORD035986,13037.84,UPI,1.0
ORD035987,121666.25,UPI,1.0
ORD035988,45562.92,UPI,1.0
ORD035989,76964.55,Cash on Delivery,1.0
ORD035990,58645.11,Debit Card,1.0
ORD035991,18299.04,Wallet,1.0
ORD035992,9454.65,Debit Card,1.0
ORD035993,41515.77,Net Banking,1.0
ORD035994,28996.28,UPI,1.0
ORD035995,9940.6,UPI,1.0
ORD035996,23732.18,UPI,1.0
ORD035997,68650.32,Debit Card,1.0
ORD035998,69683.51,Cash on Delivery,1.0
ORD035999,761.53,Credit Card,1.0
ORD036000,11572.02,,1.0
ORD036001,45005.96,UPI,1.0
ORD036002,22036.87,Debit Card,1.0
ORD036003,42353.58,UPI,1.0
ORD036004,20657.95,Net Banking,1.0
ORD036005,9194.04,Cash on Delivery,1.0
ORD036006,22097.7,UPI,1.0
ORD036007,48290.26,Cash on Delivery,1.0
ORD036008,13066.77,UPI,1.0
ORD036009,20564.84,Cash on Delivery,1.0
ORD036010,13971.32,UPI,1.0
ORD036011,45056.69,UPI,1.0
ORD036012,77268.01,UPI,1.0
ORD036013,5769.05,Cash on Delivery,1.0
ORD036014,57336.58,Debit Card,1.0
ORD036015,41856.71,UPI,1.0
ORD036016,,Debit Card,1.0
ORD036017,63640.07,UPI,1.0
ORD036018,56645.46,Debit Card,1.0
ORD036019,23978.0,UPI,1.0
ORD036020,2428.24,Debit Card,1.0
ORD036021,41412.21,UPI,1.0
ORD036022,26297.04,Debit Card,1.0
ORD036023,5723.55,Debit Card,1.0
ORD036024,73419.41,UPI,1.0
ORD036025,15224.41,UPI,1.0
ORD036026,40741.26,UPI,1.0
ORD036027,91354.23,Net Banking,1.0
ORD036028,73354.32,Debit Card,1.0
ORD036029,44671.68,Wallet,1.0
ORD036030,25229.59,UPI,1.0
ORD036031,87897.0,Debit Card,1.0
ORD036032,43496.28,Cash on Delivery,1.0
ORD036033,9191.16,Wallet,1.0
ORD036034,44765.17,UPI,1.0
ORD036035,35714.24,Debit Card,1.0
ORD036036,98974.23,UPI,1.0
ORD036037,41396.06,UPI,1.0
ORD036038,69928.53,UPI,1.0
ORD036039,83969.56,UPI,1.0
ORD036040,36740.77,UPI,1.0
ORD036041,31358.25,UPI,1.0
ORD036042,,Debit Card,1.0
ORD036043,84561.5,Credit Card,1.0
ORD036044,61778.49,UPI,1.0
ORD036045,17528.38,Credit Card,1.0
ORD036046,53100.94,Credit Card,1.0
ORD036047,70406.34,Cash on Delivery,1.0
ORD036048,1407.03,Cash on Delivery,1.0
ORD036049,25866.12,EMI,9.0
ORD036050,6700.44,UPI,1.0
ORD036051,13162.13,Cash on Delivery,1.0
ORD036052,46544.43,Wallet,1.0
ORD036053,55559.89,Credit Card,1.0
ORD036054,68700.33,Cash on Delivery,1.0
ORD036055,47485.65,Cash on Delivery,1.0
ORD036056,5306.73,Debit Card,1.0
ORD036057,10338.82,UPI,1.0
ORD036058,45810.25,,1.0
ORD036059,10873.74,UPI,1.0
ORD036060,58225.47,,1.0
ORD036061,7085.7,UPI,1.0
ORD036062,44818.9,UPI,1.0
ORD036063,23378.08,Cash on Delivery,1.0
ORD036064,93811.56,UPI,1.0
ORD036065,63350.2,Cash on Delivery,1.0
ORD036066,25080.26,Debit Card,1.0
ORD036067,34019.56,Cash on Delivery,1.0
ORD036068,5516.19,Wallet,1.0
ORD036069,6935.36,Debit Card,1.0
ORD036070,122563.09,Debit Card,1.0
ORD036071,21270.3,Net Banking,1.0
ORD036072,23210.01,Debit Card,1.0
ORD036073,30491.18,UPI,1.0
ORD036074,5502.78,Cash on Delivery,1.0
ORD036075,34394.28,UPI,1.0
ORD036076,6592.41,UPI,1.0
ORD036077,8725.06,UPI,1.0
ORD036078,57383.85,UPI,1.0
ORD036079,76971.54,Debit Card,1.0
ORD036080,23468.99,Cash on Delivery,1.0
ORD036081,12215.64,EMI,6.0
ORD036082,16566.9,Cash on Delivery,1.0
ORD036083,27259.87,Cash on Delivery,1.0
ORD036084,76651.65,Credit Card,1.0
ORD036085,36176.66,Debit Card,1.0
ORD036086,45718.66,Credit Card,1.0
ORD036087,10126.66,Credit Card,1.0
ORD036088,55234.13,UPI,1.0
ORD036089,67214.04,UPI,1.0
ORD036090,47963.64,EMI,3.0
ORD036091,11778.73,UPI,1.0
ORD036092,29083.5,Wallet,1.0
ORD036093,9905.44,Net Banking,1.0
ORD036094,2625.06,Net Banking,1.0
ORD036095,7198.2,Debit Card,1.0
ORD036096,,UPI,1.0
ORD036097,11573.46,UPI,1.0
ORD036098,15468.64,Debit Card,1.0
ORD036099,16543.78,UPI,1.0
ORD036100,16139.73,UPI,1.0
ORD036101,11171.4,Net Banking,1.0
ORD036102,44452.21,Cash on Delivery,1.0
ORD036103,80300.94,Wallet,1.0
ORD036104,39882.8,Credit Card,1.0
ORD036105,112362.25,Debit Card,1.0
ORD036106,26173.32,Cash on Delivery,1.0
ORD036107,66381.34,UPI,1.0
ORD036108,84488.67,EMI,12.0
ORD036109,33837.7,Debit Card,1.0
ORD036110,,UPI,1.0
ORD036111,73624.24,Credit Card,1.0
ORD036112,57914.14,UPI,1.0
ORD036113,79320.86,Debit Card,1.0
ORD036114,98335.78,Credit Card,1.0
ORD036115,18010.2,UPI,1.0
ORD036116,4440.43,UPI,1.0
ORD036117,,Cash on Delivery,1.0
ORD036118,8514.0,UPI,1.0
ORD036119,23596.2,Debit Card,1.0
ORD036120,63314.2,UPI,1.0
ORD036121,12562.22,Credit Card,1.0
ORD036122,33362.12,UPI,1.0
ORD036123,18192.48,UPI,1.0
ORD036124,33457.25,UPI,1.0
ORD036125,18000.26,Cash on Delivery,1.0
ORD036126,47581.56,Debit Card,1.0
ORD036127,42009.65,Net Banking,1.0
ORD036128,65079.68,Credit Card,1.0
ORD036129,49106.66,Debit Card,1.0
ORD036130,61779.53,UPI,1.0
ORD036131,16404.18,UPI,1.0
ORD036132,16052.52,Wallet,1.0
ORD036133,7771.3,Cash on Delivery,1.0
ORD036134,46774.68,UPI,1.0
ORD036135,26656.46,UPI,1.0
ORD036136,9518.63,Credit Card,1.0
ORD036137,77093.96,Credit Card,1.0
ORD036138,,Net Banking,
ORD036139,77581.63,EMI,6.0
ORD036140,29173.0,EMI,12.0
ORD036141,18348.06,UPI,1.0
ORD036142,10829.2,Cash on Delivery,1.0
ORD036143,14086.58,UPI,1.0
ORD036144,,UPI,1.0
ORD036145,4242.75,Credit Card,1.0
ORD036146,43388.72,Debit Card,1.0
ORD036147,100843.73,Credit Card,1.0
ORD036148,32007.0,UPI,1.0
ORD036149,47489.57,UPI,1.0
ORD036150,19267.72,Credit Card,1.0
ORD036151,47247.2,UPI,1.0
ORD036152,19198.64,EMI,9.0
ORD036153,42677.86,Credit Card,1.0
ORD036154,39583.2,Credit Card,1.0
ORD036155,28811.02,Cash on Delivery,1.0
ORD036156,17361.12,UPI,1.0
ORD036157,,Wallet,1.0
ORD036158,39657.26,Cash on Delivery,1.0
ORD036159,112200.79,UPI,1.0
ORD036160,20709.0,Debit Card,1.0
ORD036161,111505.19,UPI,1.0
ORD036162,29393.16,UPI,1.0
ORD036163,,UPI,1.0
ORD036164,13377.27,Net Banking,1.0
ORD036165,116655.24,Credit Card,1.0
ORD036166,7396.6,Cash on Delivery,1.0
ORD036167,24979.62,Credit Card,1.0
ORD036168,12226.62,UPI,1.0
ORD036169,8770.08,Cash on Delivery,1.0
ORD036170,34458.6,UPI,1.0
ORD036171,145748.99,Cash on Delivery,1.0
ORD036172,24804.09,Cash on Delivery,1.0
ORD036173,45520.56,Credit Card,1.0
ORD036174,31575.05,Credit Card,1.0
ORD036175,26305.43,Debit Card,1.0
ORD036176,10494.97,Net Banking,1.0
ORD036177,72023.71,UPI,1.0
ORD036178,17647.44,UPI,1.0
ORD036179,14290.85,Cash on Delivery,1.0
ORD036180,31080.36,UPI,1.0
ORD036181,49208.71,Cash on Delivery,1.0
ORD036182,9331.16,EMI,3.0
ORD036183,22116.33,UPI,1.0
ORD036184,10722.83,UPI,1.0
ORD036185,11901.47,EMI,6.0
ORD036186,3654.96,Wallet,1.0
ORD036187,94330.67,UPI,1.0
ORD036188,48255.11,Debit Card,1.0
ORD036189,12087.33,Net Banking,1.0
ORD036190,63613.05,UPI,1.0
ORD036191,39523.97,EMI,12.0
ORD036192,36564.45,Net Banking,1.0
ORD036193,18241.15,UPI,1.0
ORD036194,53595.55,Debit Card,1.0
ORD036195,48543.43,Debit Card,1.0
ORD036196,150094.43,Credit Card,1.0
ORD036197,54194.51,Cash on Delivery,1.0
ORD036198,1024.69,Credit Card,1.0
ORD036199,50984.97,Debit Card,1.0
ORD036200,63155.96,Credit Card,1.0
ORD036201,46419.6,Debit Card,
ORD036202,4030.38,Debit Card,1.0
ORD036203,12216.41,Debit Card,1.0
ORD036204,8547.18,Debit Card,1.0
ORD036205,12400.08,Credit Card,1.0
ORD036206,9776.44,Net Banking,1.0
ORD036207,28376.12,Credit Card,1.0
ORD036208,15344.7,UPI,1.0
ORD036209,34612.19,UPI,1.0
ORD036210,77270.5,UPI,1.0
ORD036211,4362.27,Cash on Delivery,1.0
ORD036212,63867.9,UPI,1.0
ORD036213,27264.06,Credit Card,1.0
ORD036214,10950.22,Credit Card,1.0
ORD036215,48677.92,Credit Card,1.0
ORD036216,323235.07,UPI,1.0
ORD036217,17197.14,UPI,1.0
ORD036218,28541.23,UPI,1.0
ORD036219,51056.91,Credit Card,1.0
ORD036220,47861.56,Credit Card,1.0
ORD036221,2169.71,Debit Card,1.0
ORD036222,16612.8,UPI,1.0
ORD036223,42108.89,Debit Card,1.0
ORD036224,38791.84,Wallet,1.0
ORD036225,3105.31,UPI,1.0
ORD036226,18288.56,Credit Card,1.0
ORD036227,45310.32,Debit Card,1.0
ORD036228,847.78,Cash on Delivery,1.0
ORD036229,22845.6,Cash on Delivery,1.0
ORD036230,56013.95,UPI,1.0
ORD036231,23531.5,Credit Card,1.0
ORD036232,37548.35,Net Banking,1.0
ORD036233,1222.68,Credit Card,1.0
ORD036234,31721.96,UPI,1.0
ORD036235,31344.34,UPI,1.0
ORD036236,3842.61,Cash on Delivery,1.0
ORD036237,25638.83,Credit Card,1.0
ORD036238,10858.31,Debit Card,1.0
ORD036239,34877.46,Credit Card,1.0
ORD036240,31780.51,,1.0
ORD036241,40892.84,UPI,1.0
ORD036242,23206.55,Cash on Delivery,1.0
ORD036243,84644.07,UPI,1.0
ORD036244,27668.45,UPI,1.0
ORD036245,120320.1,Cash on Delivery,1.0
ORD036246,39541.05,Cash on Delivery,1.0
ORD036247,8448.26,UPI,1.0
ORD036248,16517.55,UPI,1.0
ORD036249,48273.57,Credit Card,1.0
ORD036250,66898.88,Cash on Delivery,1.0
ORD036251,13212.14,Debit Card,1.0
ORD036252,60440.11,Net Banking,1.0
ORD036253,,Cash on Delivery,1.0
ORD036254,9501.99,Debit Card,1.0
ORD036255,44256.84,UPI,1.0
ORD036256,12008.87,Cash on Delivery,1.0
ORD036257,21920.09,Credit Card,1.0
ORD036258,60532.93,Credit Card,1.0
ORD036259,50076.32,Debit Card,1.0
ORD036260,5166.09,Net Banking,1.0
ORD036261,,UPI,1.0
ORD036262,41831.37,Credit Card,1.0
ORD036263,19956.61,Debit Card,1.0
ORD036264,54881.15,Cash on Delivery,1.0
ORD036265,,UPI,1.0
ORD036266,498041.35,Credit Card,1.0
ORD036267,4929.71,Net Banking,1.0
ORD036268,45698.62,UPI,1.0
ORD036269,29313.2,UPI,1.0
ORD036270,35170.69,Debit Card,1.0
