seller_id,seller_name,seller_city,seller_state,seller_pincode,seller_rating
SEL0389,Aisha Mehta Store,Saket,Delhi,624640,2.6
SEL0390,Deepak Saxena Store,Saket,Delhi,956932,
SEL0391,Nikhil Shah Store,Thrissur,Kerala,963491,2.5
SEL0392,Rahul Tiwari Store,Faridabad,Haryana,377496,3.9
SEL0393,Aisha Sharma Store,Warangal,Telangana,712770,3.8
SEL0394,Suresh Das Store,Rourkela,Odisha,171597,3.3
SEL0395,Tanvi Tiwari Store,Bengaluru,Karnataka,145898,4.3
SEL0396,Suresh Mishra Store,Muzaffarpur,Bihar,235592,3.1
SEL0397,Tanvi Shah Store,Kolkata,West Bengal,179879,3.2
SEL0398,Kavya Das Store,Salem,Tamil Nadu,603495,
SEL0399,Ishaan Kumar Store,Udaipur,Rajasthan,841510,4.3
SEL0400,Aditi Bose Store,Bhagalpur,Bihar,518556,2.9
SEL0401,Pooja Singh Store,Ghaziabad,Uttar Pradesh,484930,4.7
SEL0402,Varun Sharma Store,Karimnagar,Telangana,962417,3.2
SEL0403,Divya Naidu Store,Agra,Uttar Pradesh,184111,3.8
SEL0404,Gaurav Nair Store,Hyderabad,Telangana,664190,3.7
SEL0405,Sunita Joshi Store,Muzaffarpur,Bihar,132061,4.3
SEL0406,Ananya Shah Store,Vadodara,Gujarat,990120,3.1
SEL0407,Priya Pandey Store,Coimbatore,Tamil Nadu,513635,4.6
SEL0408,Ravi Patel Store,Kollam,Kerala,454626,4.3
SEL0409,Deepak Nair Store,Janakpuri,Delhi,698083,
SEL0410,Gaurav Bose Store,Ajmer,Rajasthan,912194,2.8
SEL0411,Zara Nair Store,Lucknow,Uttar Pradesh,369846,3.8
SEL0412,Amit Sharma Store,Gaya,Bihar,735042,5.0
SEL0413,Omkar Rao Store,Howrah,West Bengal,477980,2.6
SEL0414,Lakshmi Singh Store,Kollam,Kerala,425592,4.6
SEL0415,Yasmin Joshi Store,Jodhpur,Rajasthan,107573,4.2
SEL0416,Pooja Rao Store,Ambala,Haryana,259235,3.0
SEL0417,Meera Malhotra Store,Rohini,Delhi,762937,3.7
SEL0418,Neha Naidu Store,Ludhiana,Punjab,700752,4.1
SEL0419,Arjun Iyer Store,Dwarka,Delhi,221248,4.2
SEL0420,Ravi Sharma Store,Vadodara,Gujarat,857325,
SEL0421,Deepak Das Store,Saket,Delhi,433338,4.7
SEL0422,Amit Reddy Store,Ambala,Haryana,570858,3.3
SEL0423,Aditi Naidu Store,Jalandhar,Punjab,449242,2.8
SEL0424,Riya Saxena Store,Karimnagar,Telangana,935324,2.8
SEL0425,Anjali Mishra Store,Kozhikode,Kerala,969509,4.9
SEL0426,Lakshmi Rao Store,Amritsar,Punjab,336997,4.9
SEL0427,Neha Sharma Store,Rajkot,Gujarat,372453,4.5
SEL0428,Vijay Shah Store,Hisar,Haryana,576954,5.0
SEL0429,Divya Shah Store,Jaipur,Rajasthan,980599,3.2
SEL0430,Zara Kumar Store,Gandhinagar,Gujarat,874053,4.6
SEL0431,Arjun Iyer Store,Bengaluru,Karnataka,806711,3.8
SEL0432,Aarav Joshi Store,Faridabad,Haryana,945074,4.5
SEL0433,Sanjay Singh Store,Gurugram,Haryana,,4.0
SEL0434,Kavya Patel Store,Bathinda,Punjab,866588,4.6
SEL0435,Priya Chopra Store,Ahmedabad,Gujarat,269938,3.5
SEL0436,Anjali Pillai Store,Thiruvananthapuram,Kerala,760595,5.0
SEL0437,Aditi Naidu Store,Siliguri,West Bengal,103038,3.0
SEL0438,Nikhil Sharma Store,Mysuru,Karnataka,443059,4.2
SEL0439,Ananya Singh Store,Durgapur,West Bengal,383608,4.5
SEL0440,Zara Tiwari Store,Nagpur,Maharashtra,710843,
SEL0441,Pankaj Tiwari Store,Nizamabad,Telangana,582701,
SEL0442,Tanvi Gupta Store,Lucknow,Uttar Pradesh,831430,3.9
SEL0443,Deepak Gupta Store,Rohini,Delhi,406861,3.8
SEL0444,Neha Kumar Store,Chennai,Tamil Nadu,724632,
SEL0445,Rohit Naidu Store,Madurai,Tamil Nadu,442445,4.4
SEL0446,Rahul Pandey Store,Kanpur,Uttar Pradesh,403412,3.2
SEL0447,Aisha Verma Store,Asansol,West Bengal,617839,
SEL0448,Ananya Chopra Store,Agra,Uttar Pradesh,807792,3.0
SEL0449,Lakshmi Agarwal Store,Nashik,Maharashtra,500620,3.8
SEL0450,Mohan Patel Store,Gurugram,Haryana,562610,4.2
SEL0451,Suresh Kumar Store,Lucknow,Uttar Pradesh,495774,5.0
SEL0452,Tarun Rao Store,Kozhikode,Kerala,442451,3.2
SEL0453,Ananya Joshi Store,Amritsar,Punjab,652866,4.1
SEL0454,Varun Rao Store,Gaya,Bihar,131968,
SEL0455,Ravi Saxena Store,Hisar,Haryana,482344,4.5
SEL0456,Divya Shah Store,Ujjain,Madhya Pradesh,308090,4.7
SEL0457,Divya Patel Store,Howrah,West Bengal,691461,
SEL0458,Ravi Joshi Store,Kota,Rajasthan,,4.9
SEL0459,Pooja Agarwal Store,Rourkela,Odisha,216222,3.4
SEL0460,Ishaan Shah Store,Rourkela,Odisha,636009,4.2
SEL0461,Vijay Iyer Store,Ajmer,Rajasthan,449730,3.3
SEL0462,Kiran Kumar Store,Ghaziabad,Uttar Pradesh,474476,4.5
SEL0463,Nisha Sharma Store,Nagpur,Maharashtra,580879,3.5
SEL0464,Ananya Verma Store,Hubli,Karnataka,404560,3.9
SEL0465,Gaurav Patel Store,Amritsar,Punjab,313445,
SEL0466,Riya Shah Store,Bathinda,Punjab,634027,4.6
SEL0467,Tarun Singh Store,Surat,Gujarat,666641,3.7
SEL0468,Riya Mishra Store,Mumbai,Maharashtra,255335,4.1
SEL0469,Neha Bose Store,Faridabad,Haryana,789118,4.2
SEL0470,Amit Rao Store,Hyderabad,Telangana,850294,3.2
SEL0471,Divya Verma Store,Siliguri,West Bengal,582829,4.5
SEL0472,Tanvi Pandey Store,Bhubaneswar,Odisha,799330,4.6
SEL0473,Meera Pandey Store,Kozhikode,Kerala,766695,3.8
SEL0474,Anjali Pandey Store,Ludhiana,Punjab,357402,4.8
SEL0475,Ishaan Naidu Store,Bhubaneswar,Odisha,411410,2.9
SEL0476,Omkar Iyer Store,Gandhinagar,Gujarat,370600,3.5
SEL0477,Sneha Reddy Store,Mangaluru,Karnataka,270503,2.6
SEL0478,Aarav Saxena Store,Nizamabad,Telangana,402881,3.5
SEL0479,Lakshmi Tiwari Store,Ghaziabad,Uttar Pradesh,961421,5.0
SEL0480,Sanjay Saxena Store,Amritsar,Punjab,872103,3.7
SEL0481,Nikhil Pandey Store,Thrissur,Kerala,307803,3.5
SEL0482,Arjun Reddy Store,Agra,Uttar Pradesh,178197,4.2
SEL0483,Kavya Saxena Store,Mysuru,Karnataka,336111,
SEL0484,Rajesh Das Store,Rajkot,Gujarat,874144,3.4
SEL0485,Yasmin Gupta Store,Kochi,Kerala,742687,3.8
SEL0486,Deepak Saxena Store,Kanpur,Uttar Pradesh,679087,3.7
SEL0487,Sneha Kumar Store,Ahmedabad,Gujarat,582492,4.1
SEL0488,Rohit Das Store,Nashik,Maharashtra,180720,2.8
SEL0489,Vikram Naidu Store,New Delhi,Delhi,732985,
SEL0490,Anjali Singh Store,Kozhikode,Kerala,683500,4.1
SEL0491,Sunita Naidu Store,Patna,Bihar,638968,3.3
SEL0492,Suresh Mishra Store,Indore,Madhya Pradesh,520237,4.0
SEL0493,Sanjay Kumar Store,Ahmedabad,Gujarat,938500,4.9
SEL0494,Rajesh Chopra Store,Nizamabad,Telangana,711813,4.8
SEL0495,Amit Chopra Store,Panipat,Haryana,884716,4.3
SEL0496,Ravi Sharma Store,Pune,Maharashtra,695418,2.9
SEL0497,Zara Pandey Store,Warangal,Telangana,679558,4.5
SEL0498,Ravi Mishra Store,Ambala,Haryana,127406,3.6
SEL0499,Sneha Pandey Store,Rourkela,Odisha,605068,4.9
SEL0500,Sanjay Iyer Store,Muzaffarpur,Bihar,418682,4.0
SEL0501,Rohit Reddy Store,Gandhinagar,Gujarat,180794,3.0
SEL0502,Arjun Kumar Store,Kanpur,Uttar Pradesh,981484,3.3
SEL0503,Suresh Chopra Store,New Delhi,Delhi,497515,3.3
SEL0504,Rohit Das Store,Gurugram,Haryana,,3.2
SEL0505,Aarav Nair Store,Chennai,Tamil Nadu,474970,4.4
SEL0506,Aisha Iyer Store,Hubli,Karnataka,286949,3.3
SEL0507,Sneha Shah Store,Ahmedabad,Gujarat,940526,3.0
SEL0508,Vikram Bose Store,Mysuru,Karnataka,262535,4.0
SEL0509,Tarun Singh Store,Darbhanga,Bihar,991673,3.7
SEL0510,Rahul Tiwari Store,Jabalpur,Madhya Pradesh,497458,2.6
SEL0511,Rohit Rao Store,Ujjain,Madhya Pradesh,519889,3.2
SEL0512,Rajesh Kumar Store,Agra,Uttar Pradesh,240089,2.6
SEL0513,Sanjay Naidu Store,Kolkata,West Bengal,494218,4.4
SEL0514,Yasmin Malhotra Store,Gandhinagar,Gujarat,596073,4.9
SEL0515,Kavya Patel Store,Pune,Maharashtra,472341,3.8
SEL0516,Aditi Patel Store,Gwalior,Madhya Pradesh,690364,3.9
SEL0517,Vijay Saxena Store,Karimnagar,Telangana,500603,4.6
SEL0518,Neha Mehta Store,Nashik,Maharashtra,395036,2.5
SEL0519,Arjun Malhotra Store,Cuttack,Odisha,302379,2.9
SEL0520,Anjali Shah Store,Ludhiana,Punjab,892510,4.1
SEL0521,Manish Tiwari Store,Aurangabad,Maharashtra,414678,4.4
SEL0522,Lakshmi Rao Store,Thrissur,Kerala,702683,4.1
SEL0523,Ravi Bose Store,Bathinda,Punjab,737980,4.8
SEL0524,Pooja Joshi Store,Kozhikode,Kerala,348405,3.5
SEL0525,Amit Reddy Store,Warangal,Telangana,360673,
SEL0526,Ishaan Malhotra Store,Ahmedabad,Gujarat,485496,4.9
SEL0527,Rohit Pandey Store,Rourkela,Odisha,,4.7
SEL0528,Lakshmi Mishra Store,Janakpuri,Delhi,109418,2.6
SEL0529,Ananya Patel Store,Rohini,Delhi,809537,3.4
SEL0530,Kavya Agarwal Store,Nagpur,Maharashtra,273226,
SEL0531,Ishaan Singh Store,Jalandhar,Punjab,925049,2.5
SEL0532,Arjun Rao Store,Ludhiana,Punjab,135709,4.7
SEL0533,Tanvi Singh Store,Chennai,Tamil Nadu,633019,3.8
SEL0534,Amit Saxena Store,Patiala,Punjab,984734,2.7
SEL0535,Sunita Kumar Store,Belagavi,Karnataka,475381,3.6
SEL0536,Riya Bose Store,Mysuru,Karnataka,885311,3.7
SEL0537,Vijay Mehta Store,Ghaziabad,Uttar Pradesh,393622,3.4
SEL0538,Pankaj Das Store,Durgapur,West Bengal,798839,3.6
SEL0539,Neha Singh Store,Ludhiana,Punjab,552085,4.7
SEL0540,Nisha Agarwal Store,Madurai,Tamil Nadu,403551,3.3
SEL0541,Rohit Agarwal Store,Howrah,West Bengal,541526,4.9
SEL0542,Mohan Kumar Store,Jalandhar,Punjab,960883,4.2
SEL0543,Vikram Saxena Store,Patiala,Punjab,606884,4.7
SEL0544,Aditi Agarwal Store,Mangaluru,Karnataka,869330,3.0
SEL0545,Tarun Chopra Store,Mumbai,Maharashtra,803959,3.7
SEL0546,Riya Saxena Store,New Delhi,Delhi,957784,3.9
SEL0547,Lakshmi Bose Store,Hisar,Haryana,901534,2.7
SEL0548,Arjun Joshi Store,Muzaffarpur,Bihar,829224,3.7
SEL0549,Rajesh Tiwari Store,Howrah,West Bengal,887954,
SEL0550,Divya Tiwari Store,Faridabad,Haryana,,
SEL0551,Suresh Chopra Store,Asansol,West Bengal,897640,4.1
SEL0552,Divya Reddy Store,Rourkela,Odisha,952463,5.0
SEL0553,Sanjay Chopra Store,Cuttack,Odisha,186658,3.8
SEL0554,Pooja Shah Store,Rourkela,Odisha,337090,3.3
SEL0555,Tanvi Patel Store,Thrissur,Kerala,642860,4.0
SEL0556,Sunita Iyer Store,Jodhpur,Rajasthan,473523,3.9
SEL0557,Vikram Tiwari Store,Hisar,Haryana,338651,2.8
SEL0558,Neha Reddy Store,Indore,Madhya Pradesh,784377,3.0
SEL0559,Arjun Pillai Store,Saket,Delhi,,4.2
SEL0560,Aarav Das Store,Mangaluru,Karnataka,321814,4.0
SEL0561,Amit Verma Store,Belagavi,Karnataka,961163,3.4
SEL0562,Pankaj Mehta Store,Bhopal,Madhya Pradesh,736939,4.9
SEL0563,Varun Pillai Store,Patiala,Punjab,558022,4.1
SEL0564,Deepak Joshi Store,Khammam,Telangana,155043,3.1
SEL0565,Rahul Singh Store,Siliguri,West Bengal,393891,3.7
SEL0566,Meera Bose Store,Berhampur,Odisha,692684,4.3
SEL0567,Rohit Pillai Store,Gaya,Bihar,142613,4.2
SEL0568,Ravi Shah Store,Hyderabad,Telangana,109044,3.1
SEL0569,Sunita Sharma Store,Jalandhar,Punjab,890438,4.1
SEL0570,Mohan Pandey Store,Ujjain,Madhya Pradesh,620749,3.3
SEL0571,Yasmin Rao Store,Muzaffarpur,Bihar,,3.6
SEL0572,Divya Pillai Store,Nashik,Maharashtra,,4.2
SEL0573,Rahul Nair Store,Ahmedabad,Gujarat,201774,4.0
SEL0574,Sanjay Bose Store,Hubli,Karnataka,619510,4.3
SEL0575,Priya Kumar Store,Varanasi,Uttar Pradesh,542107,3.5
SEL0576,Yasmin Gupta Store,Vadodara,Gujarat,566908,4.4
SEL0577,Sanjay Verma Store,Darbhanga,Bihar,348058,2.5
SEL0578,Ishaan Gupta Store,Bathinda,Punjab,969841,3.0
SEL0579,Anjali Mishra Store,Kozhikode,Kerala,910807,4.9
SEL0580,Varun Saxena Store,Cuttack,Odisha,800913,2.7
SEL0581,Rohit Nair Store,Mumbai,Maharashtra,427385,4.2
SEL0582,Sunita Das Store,Nizamabad,Telangana,905045,4.8
SEL0583,Nisha Kumar Store,Ludhiana,Punjab,300506,4.6
SEL0584,Ishaan Pillai Store,Bengaluru,Karnataka,450186,4.8
SEL0585,Pooja Mishra Store,Amritsar,Punjab,257980,5.0
SEL0586,Pankaj Pillai Store,Jalandhar,Punjab,725412,3.4
SEL0587,Rohit Sharma Store,Rohini,Delhi,983947,3.3
SEL0588,Rohit Naidu Store,Kollam,Kerala,945959,2.8
SEL0589,Sanjay Mishra Store,Mangaluru,Karnataka,101256,3.0
SEL0590,Anjali Kumar Store,Kozhikode,Kerala,713626,4.1
SEL0591,Rohit Verma Store,Ahmedabad,Gujarat,680729,3.3
SEL0592,Ravi Kumar Store,Rourkela,Odisha,186852,3.4
SEL0593,Vikram Pandey Store,Saket,Delhi,849838,4.1
SEL0594,Varun Saxena Store,Howrah,West Bengal,412972,2.8
SEL0595,Vijay Agarwal Store,Patna,Bihar,474060,2.6
SEL0596,Arjun Sharma Store,Coimbatore,Tamil Nadu,653620,4.5
SEL0597,Amit Verma Store,Ludhiana,Punjab,129015,4.5
SEL0598,Kiran Agarwal Store,Dwarka,Delhi,599772,3.5
SEL0599,Varun Kumar Store,Gwalior,Madhya Pradesh,842233,4.0
SEL0600,Rajesh Verma Store,Ludhiana,Punjab,669946,
SEL0601,Mohan Pillai Store,Muzaffarpur,Bihar,937319,3.4
SEL0602,Yasmin Iyer Store,Kochi,Kerala,525551,2.6
SEL0603,Tanvi Mehta Store,Kochi,Kerala,753373,3.2
SEL0604,Ravi Pandey Store,Karimnagar,Telangana,,2.5
SEL0605,Ananya Patel Store,Bhopal,Madhya Pradesh,221482,3.6
SEL0606,Omkar Das Store,Warangal,Telangana,961551,
SEL0607,Manish Reddy Store,Janakpuri,Delhi,904530,3.7
SEL0608,Priya Singh Store,Gaya,Bihar,840127,3.4
SEL0609,Aditi Joshi Store,Karimnagar,Telangana,528960,
SEL0610,Kiran Chopra Store,Hyderabad,Telangana,360815,3.6
SEL0611,Sunita Shah Store,Hubli,Karnataka,486548,4.7
SEL0612,Lakshmi Tiwari Store,Darbhanga,Bihar,657265,
SEL0613,Rajesh Agarwal Store,Bathinda,Punjab,323345,3.3
SEL0614,Yasmin Verma Store,Coimbatore,Tamil Nadu,440547,4.9
SEL0615,Amit Saxena Store,Jodhpur,Rajasthan,421561,3.6
SEL0616,Arjun Pillai Store,Indore,Madhya Pradesh,700640,
SEL0617,Aisha Reddy Store,Muzaffarpur,Bihar,350136,4.5
SEL0618,Omkar Nair Store,Mangaluru,Karnataka,596132,3.4
SEL0619,Ananya Agarwal Store,Ujjain,Madhya Pradesh,367122,3.0
SEL0620,Ravi Singh Store,Rohini,Delhi,456646,3.2
SEL0621,Rohit Verma Store,Bathinda,Punjab,695118,4.6
SEL0622,Yasmin Naidu Store,Ambala,Haryana,547840,4.8
SEL0623,Lakshmi Nair Store,Gwalior,Madhya Pradesh,571031,2.8
SEL0624,Suresh Naidu Store,Kota,Rajasthan,516301,4.2
SEL0625,Tanvi Shah Store,Pune,Maharashtra,603308,2.6
SEL0626,Vikram Agarwal Store,Kozhikode,Kerala,421790,4.7
SEL0627,Varun Shah Store,Warangal,Telangana,287568,4.6
SEL0628,Tanvi Singh Store,Thiruvananthapuram,Kerala,778072,4.4
SEL0629,Gaurav Shah Store,Varanasi,Uttar Pradesh,489528,4.6
SEL0630,Divya Shah Store,Janakpuri,Delhi,444729,
SEL0631,Pankaj Kumar Store,Lucknow,Uttar Pradesh,418440,2.9
SEL0632,Tarun Rao Store,Janakpuri,Delhi,939169,4.8
SEL0633,Arjun Naidu Store,Ambala,Haryana,694926,2.9
SEL0634,Riya Sharma Store,Muzaffarpur,Bihar,167847,3.1
SEL0635,Kavya Tiwari Store,Chennai,Tamil Nadu,510311,3.6
SEL0636,Meera Naidu Store,Cuttack,Odisha,209249,3.7
SEL0637,Divya Bose Store,Khammam,Telangana,465539,2.7
SEL0638,Rohit Shah Store,Gurugram,Haryana,481101,4.4
SEL0639,Vikram Iyer Store,Hisar,Haryana,682475,2.8
SEL0640,Zara Mehta Store,Warangal,Telangana,456382,
SEL0641,Vijay Tiwari Store,Bhagalpur,Bihar,647618,3.6
SEL0642,Deepak Naidu Store,Udaipur,Rajasthan,,4.5
SEL0643,Kiran Sharma Store,Asansol,West Bengal,560480,3.2
SEL0644,Varun Naidu Store,Warangal,Telangana,259879,4.6
SEL0645,Suresh Mishra Store,Gurugram,Haryana,184072,3.1
SEL0646,Pankaj Naidu Store,Jalandhar,Punjab,633284,3.9
SEL0647,Rajesh Joshi Store,Thrissur,Kerala,207107,3.7
SEL0648,Amit Reddy Store,Thrissur,Kerala,803036,3.4
SEL0649,Ishaan Mehta Store,Durgapur,West Bengal,158219,2.5
SEL0650,Rohit Agarwal Store,Rohini,Delhi,839313,3.5
SEL0651,Lakshmi Pillai Store,Aurangabad,Maharashtra,191936,2.8
SEL0652,Kiran Mehta Store,Kozhikode,Kerala,617016,3.1
SEL0653,Aarav Reddy Store,Ujjain,Madhya Pradesh,435496,
SEL0654,Gaurav Joshi Store,Vadodara,Gujarat,865385,
SEL0655,Nikhil Malhotra Store,Mysuru,Karnataka,517729,3.8
SEL0656,Ravi Naidu Store,Thiruvananthapuram,Kerala,772536,3.9
SEL0657,Varun Sharma Store,Jaipur,Rajasthan,943605,2.8
SEL0658,Gaurav Reddy Store,Ahmedabad,Gujarat,137035,2.9
SEL0659,Kiran Tiwari Store,Hisar,Haryana,724223,
SEL0660,Mohan Saxena Store,Aurangabad,Maharashtra,922817,3.5
SEL0661,Aditi Tiwari Store,Siliguri,West Bengal,736558,3.7
SEL0662,Neha Joshi Store,Faridabad,Haryana,241167,4.7
SEL0663,Zara Gupta Store,Warangal,Telangana,487858,3.0
SEL0664,Omkar Iyer Store,Sambalpur,Odisha,271491,4.8
SEL0665,Tarun Mehta Store,Faridabad,Haryana,944467,4.6
SEL0666,Tanvi Reddy Store,Thrissur,Kerala,810551,4.8
SEL0667,Sneha Gupta Store,Thiruvananthapuram,Kerala,437472,4.1
SEL0668,Tanvi Mehta Store,Cuttack,Odisha,105549,4.7
SEL0669,Kiran Kumar Store,Agra,Uttar Pradesh,180555,5.0
SEL0670,Kiran Malhotra Store,Jalandhar,Punjab,962979,3.7
SEL0671,Sanjay Das Store,Kota,Rajasthan,794910,4.7
SEL0672,Neha Sharma Store,Ambala,Haryana,133261,4.8
SEL0673,Mohan Malhotra Store,Indore,Madhya Pradesh,723195,3.3
SEL0674,Deepak Malhotra Store,Jalandhar,Punjab,111816,3.6
SEL0675,Tanvi Naidu Store,Cuttack,Odisha,429052,3.9
SEL0676,Sneha Patel Store,Mysuru,Karnataka,171578,3.4
SEL0677,Nisha Shah Store,Tiruchirappalli,Tamil Nadu,843541,3.3
SEL0678,Omkar Pillai Store,Berhampur,Odisha,429077,3.5
SEL0679,Mohan Pandey Store,New Delhi,Delhi,899280,3.6
SEL0680,Zara Chopra Store,Jodhpur,Rajasthan,133629,3.1
SEL0681,Aisha Agarwal Store,Kollam,Kerala,613090,3.7
SEL0682,Omkar Singh Store,Siliguri,West Bengal,242090,4.4
SEL0683,Pankaj Kumar Store,Vadodara,Gujarat,829825,4.1
SEL0684,Divya Das Store,Bhubaneswar,Odisha,585639,3.4
SEL0685,Rahul Joshi Store,Kota,Rajasthan,277893,2.9
SEL0686,Pooja Pillai Store,Gaya,Bihar,130451,4.6
SEL0687,Divya Rao Store,Bengaluru,Karnataka,150582,3.8
SEL0688,Vikram Sharma Store,Panipat,Haryana,607248,4.9
SEL0689,Kiran Saxena Store,Siliguri,West Bengal,785257,
SEL0690,Gaurav Singh Store,Warangal,Telangana,380396,2.9
SEL0691,Mohan Shah Store,Ambala,Haryana,489618,2.5
SEL0692,Amit Mehta Store,Panipat,Haryana,924117,2.7
SEL0693,Sanjay Tiwari Store,Panipat,Haryana,125974,3.5
SEL0694,Vijay Shah Store,Durgapur,West Bengal,830975,3.0
SEL0695,Deepak Verma Store,Patiala,Punjab,813394,2.6
SEL0696,Aisha Agarwal Store,Ambala,Haryana,513927,3.1
SEL0697,Kiran Shah Store,Kanpur,Uttar Pradesh,930404,
SEL0698,Neha Das Store,Ahmedabad,Gujarat,371098,4.3
SEL0699,Ishaan Singh Store,Gurugram,Haryana,444850,2.9
SEL0700,Zara Singh Store,Jalandhar,Punjab,408877,4.8
SEL0701,Lakshmi Shah Store,Lucknow,Uttar Pradesh,249269,2.9
SEL0702,Arjun Shah Store,Kozhikode,Kerala,985164,
SEL0703,Gaurav Patel Store,Ludhiana,Punjab,466008,2.9
SEL0704,Aisha Malhotra Store,Kollam,Kerala,718252,2.9
SEL0705,Varun Joshi Store,Bhubaneswar,Odisha,426760,4.1
SEL0706,Rahul Joshi Store,Ghaziabad,Uttar Pradesh,551144,2.9
SEL0707,Kiran Shah Store,Gurugram,Haryana,854534,4.1
SEL0708,Sanjay Joshi Store,Ajmer,Rajasthan,481075,3.2
SEL0709,Sanjay Gupta Store,Siliguri,West Bengal,426152,3.1
SEL0710,Rahul Iyer Store,Nagpur,Maharashtra,812043,4.7
SEL0711,Suresh Shah Store,Darbhanga,Bihar,710424,3.0
SEL0712,Meera Mishra Store,Madurai,Tamil Nadu,647636,4.7
SEL0713,Anjali Mishra Store,Ajmer,Rajasthan,800408,
SEL0714,Meera Agarwal Store,Belagavi,Karnataka,802673,5.0
SEL0715,Sanjay Agarwal Store,Darbhanga,Bihar,540868,5.0
SEL0716,Amit Verma Store,Bhopal,Madhya Pradesh,497101,4.6
SEL0717,Deepak Singh Store,Kanpur,Uttar Pradesh,312371,
SEL0718,Meera Naidu Store,Jaipur,Rajasthan,635950,4.6
SEL0719,Sanjay Sharma Store,Agra,Uttar Pradesh,412922,4.1
SEL0720,Anjali Agarwal Store,Ahmedabad,Gujarat,414652,4.5
SEL0721,Tarun Das Store,Gurugram,Haryana,517331,4.1
SEL0722,Gaurav Das Store,Hisar,Haryana,726625,4.6
SEL0723,Rohit Patel Store,Gandhinagar,Gujarat,865360,4.8
SEL0724,Kavya Naidu Store,Bathinda,Punjab,170221,4.4
SEL0725,Nisha Pandey Store,Ujjain,Madhya Pradesh,416116,4.9
SEL0726,Ravi Nair Store,Ambala,Haryana,800980,3.6
SEL0727,Ishaan Bose Store,Howrah,West Bengal,164905,
SEL0728,Pooja Iyer Store,Hyderabad,Telangana,833838,3.1
SEL0729,Pooja Tiwari Store,Hubli,Karnataka,222019,2.6
SEL0730,Lakshmi Pillai Store,Dwarka,Delhi,873621,2.8
SEL0731,Arjun Tiwari Store,Patiala,Punjab,287725,2.9
SEL0732,Riya Agarwal Store,Bhubaneswar,Odisha,614461,4.6
SEL0733,Suresh Bose Store,Dwarka,Delhi,903386,3.5
SEL0734,Sanjay Shah Store,Hubli,Karnataka,959005,3.1
SEL0735,Pankaj Reddy Store,Kota,Rajasthan,107299,4.5
SEL0736,Aisha Verma Store,Ajmer,Rajasthan,805389,3.0
SEL0737,Ravi Nair Store,Nashik,Maharashtra,876485,2.7
SEL0738,Deepak Mishra Store,Kollam,Kerala,271756,
SEL0739,Meera Agarwal Store,Hubli,Karnataka,883138,2.7
SEL0740,Aditi Agarwal Store,Muzaffarpur,Bihar,830266,3.2
SEL0741,Riya Reddy Store,Bathinda,Punjab,870455,
SEL0742,Kiran Gupta Store,Nizamabad,Telangana,281316,3.4
SEL0743,Gaurav Malhotra Store,Nizamabad,Telangana,648183,2.7
SEL0744,Suresh Singh Store,Nashik,Maharashtra,984423,3.5
SEL0745,Aarav Singh Store,Lucknow,Uttar Pradesh,240325,3.8
SEL0746,Anjali Singh Store,Bengaluru,Karnataka,525983,
SEL0747,Kavya Tiwari Store,Tiruchirappalli,Tamil Nadu,966414,2.9
SEL0748,Amit Pandey Store,Kanpur,Uttar Pradesh,566748,4.4
SEL0749,Aditi Naidu Store,Jalandhar,Punjab,516080,2.7
SEL0750,Mohan Gupta Store,Ahmedabad,Gujarat,245795,4.9
SEL0751,Suresh Reddy Store,Gurugram,Haryana,518645,2.5
SEL0752,Manish Mishra Store,Thrissur,Kerala,117704,4.1
SEL0753,Sanjay Iyer Store,Rohini,Delhi,123489,2.8
SEL0754,Arjun Rao Store,Siliguri,West Bengal,936237,3.9
SEL0755,Kavya Iyer Store,Thrissur,Kerala,242953,3.0
SEL0756,Ravi Gupta Store,Kolkata,West Bengal,925897,2.6
SEL0757,Ishaan Sharma Store,Belagavi,Karnataka,889105,4.6
SEL0758,Anjali Das Store,Saket,Delhi,970966,
SEL0759,Rahul Joshi Store,New Delhi,Delhi,257845,3.2
SEL0760,Amit Rao Store,Varanasi,Uttar Pradesh,755386,4.9
SEL0761,Kiran Pillai Store,Mumbai,Maharashtra,721291,2.7
SEL0762,Rohit Singh Store,Ujjain,Madhya Pradesh,963894,3.4
SEL0763,Mohan Shah Store,Siliguri,West Bengal,823303,2.9
SEL0764,Lakshmi Singh Store,Patna,Bihar,937174,5.0
SEL0765,Nisha Mishra Store,Thiruvananthapuram,Kerala,781103,3.9
SEL0766,Vijay Sharma Store,Ghaziabad,Uttar Pradesh,120307,4.5
SEL0767,Divya Gupta Store,Rohini,Delhi,398072,
SEL0768,Manish Gupta Store,Saket,Delhi,154928,
SEL0769,Zara Pandey Store,Udaipur,Rajasthan,286664,4.0
SEL0770,Mohan Patel Store,Varanasi,Uttar Pradesh,245177,2.9
SEL0771,Pooja Bose Store,Mysuru,Karnataka,289381,3.8
SEL0772,Aarav Nair Store,Kolkata,West Bengal,419810,4.8
SEL0773,Aditi Saxena Store,Panipat,Haryana,206719,
SEL0774,Meera Pillai Store,Khammam,Telangana,715889,3.4
SEL0775,Sunita Joshi Store,Faridabad,Haryana,879208,3.8
SEL0776,Zara Naidu Store,Belagavi,Karnataka,,3.0
SEL0777,Lakshmi Agarwal Store,Indore,Madhya Pradesh,455764,4.9
SEL0778,Kiran Rao Store,Bhubaneswar,Odisha,669943,3.8
SEL0779,Meera Pandey Store,Muzaffarpur,Bihar,,3.0
